time,kmph
1665.0,124.4
1666.0,125.0
1667.0,125.4
1668.0,125.8
1669.0,126.1
1670.0,126.4
1671.0,126.6
1672.0,126.7
1673.0,126.8
1674.0,126.9
1675.0,126.9
1676.0,126.9
1677.0,126.8
1678.0,126.6
1679.0,126.3
1680.0,126.0
1681.0,125.7
1682.0,125.6
1683.0,125.6
1684.0,125.8
1685.0,126.2
1686.0,126.6
1687.0,127.0
1688.0,127.4
1689.0,127.6
1690.0,127.8
1691.0,127.9
1692.0,128.0
1693.0,128.1
1694.0,128.2
1695.0,128.3
1696.0,128.4
1697.0,128.5
1698.0,128.6
1699.0,128.6
1700.0,128.5
1701.0,128.3
1702.0,128.1
1703.0,127.9
1704.0,127.6
1705.0,127.4
1706.0,127.2
1707.0,127.0
1708.0,126.9
1709.0,126.8
1710.0,126.7
1711.0,126.8
1712.0,126.9
1713.0,127.1
1714.0,127.4
1715.0,127.7
1716.0,128.1
1717.0,128.5
1718.0,129.0
1719.0,129.5
1720.0,130.1
1721.0,130.6
1722.0,131.0
1723.0,131.2
1724.0,131.3
1725.0,131.2
1726.0,130.7
1727.0,129.8
1728.0,128.4
1729.0,126.5
1730.0,124.1
1731.0,121.6
1732.0,119.0
1733.0,116.5
1734.0,114.1
1735.0,111.8
1736.0,109.5
1737.0,107.1
1738.0,104.8
1739.0,102.5
1740.0,100.4
1741.0,98.6
1742.0,97.2
1743.0,95.9
1744.0,94.8
1745.0,93.8
1746.0,92.8
1747.0,91.8
1748.0,91.0
1749.0,90.2
1750.0,89.6
1751.0,89.1
1752.0,88.6
1753.0,88.1
1754.0,87.6
1755.0,87.1
1756.0,86.6
1757.0,86.1
1758.0,85.5
1759.0,85.0
1760.0,84.4
1761.0,83.8
1762.0,83.2
1763.0,82.6
1764.0,82.0
1765.0,81.3
1766.0,80.4
1767.0,79.1
1768.0,77.4
1769.0,75.1
1770.0,72.3
1771.0,69.1
1772.0,65.9
1773.0,62.7
1774.0,59.7
1775.0,57.0
1776.0,54.6
1777.0,52.2
1778.0,49.7
1779.0,46.8
1780.0,43.5
1781.0,39.9
1782.0,36.4
1783.0,33.2
1784.0,30.5
1785.0,28.3
1786.0,26.3
1787.0,24.4
1788.0,22.5
1789.0,20.5
1790.0,18.2
1791.0,15.5
1792.0,12.3
1793.0,8.7
1794.0,5.2
1795.0,0.0
1796.0,0.0
1797.0,0.0
1798.0,0.0
1799.0,0.0
1800.0,0.0
